year,region,treat,size
2009,kve,mpa,26.8
2009,kve,mpa,27
2009,kve,mpa,25.5
2009,kve,mpa,26.6
2009,kve,mpa,23.7
2009,kve,mpa,22.1
2009,kve,mpa,26.6
2009,kve,mpa,29.7
2009,kve,mpa,23.3
2009,kve,mpa,27.1
2009,kve,mpa,25
2009,kve,mpa,21.4
2009,kve,mpa,27.3
2009,kve,mpa,25
2009,kve,mpa,20
2009,kve,mpa,26.5
2009,kve,mpa,21.6
2009,kve,mpa,22
2009,kve,mpa,26.5
2009,kve,mpa,24.8
2009,kve,mpa,30.7
2009,kve,mpa,26.5
2009,kve,mpa,29
2009,kve,mpa,26.7
2009,kve,mpa,25.9
2009,kve,mpa,25.4
2009,kve,mpa,24.4
2009,kve,mpa,24.2
2009,kve,mpa,25
2009,kve,mpa,29.5
2009,kve,mpa,24.2
2009,kve,mpa,27.7
2009,kve,mpa,26
2009,kve,mpa,22.1
2009,kve,mpa,23.6
2009,kve,mpa,22
2009,kve,mpa,19.7
2009,kve,mpa,19.5
2009,kve,mpa,25
2009,kve,mpa,28.5
2009,kve,mpa,27.1
2009,kve,mpa,22.7
2009,kve,mpa,28.5
2009,kve,mpa,28.4
2009,kve,mpa,19
2009,kve,mpa,26.1
2009,kve,mpa,24.3
2009,kve,mpa,24
2009,kve,mpa,25.7
2009,kve,mpa,27
2009,kve,mpa,29.2
2009,kve,mpa,31
2009,kve,mpa,27.2
2009,kve,mpa,25.6
2009,kve,mpa,23
2009,kve,mpa,26
2009,kve,mpa,30.8
2009,kve,mpa,28.7
2009,kve,mpa,27.4
2009,kve,mpa,27.8
2009,kve,mpa,24.8
2009,kve,mpa,23.5
2009,kve,mpa,28.8
2009,kve,mpa,26.6
2009,kve,mpa,21.7
2009,kve,mpa,25
2009,kve,mpa,22.1
2009,kve,mpa,23.4
2009,kve,mpa,22.8
2009,kve,mpa,26
2009,kve,mpa,22.1
2009,kve,mpa,22.5
2009,kve,mpa,27
2009,kve,mpa,29.2
2009,kve,mpa,27.2
2009,kve,mpa,26.2
2009,kve,mpa,29
2009,kve,mpa,28
2009,kve,mpa,24.6
2009,kve,mpa,26
2009,kve,mpa,26.3
2009,kve,mpa,28.5
2009,kve,mpa,25.7
2009,kve,mpa,21.8
2009,kve,mpa,28
2009,kve,mpa,24.1
2009,kve,mpa,23.6
2009,kve,mpa,22.7
2009,kve,mpa,24.4
2009,kve,mpa,28
2009,kve,mpa,22.7
2009,kve,mpa,27.3
2009,kve,mpa,28.2
2009,kve,mpa,23.8
2009,kve,mpa,23.3
2009,kve,mpa,19.5
2009,kve,mpa,26.5
2009,kve,mpa,21.5
2009,kve,mpa,24
2009,kve,mpa,21.1
2009,kve,mpa,23.4
2009,kve,mpa,23.3
2009,kve,mpa,21
2009,kve,mpa,20.7
2009,kve,mpa,21.1
2009,kve,mpa,26.3
2009,kve,mpa,28.5
2009,kve,mpa,24.6
2009,kve,mpa,27.6
2009,kve,mpa,20.5
2009,kve,mpa,27.5
2009,kve,mpa,24.5
2009,kve,mpa,23.1
2009,kve,mpa,24.2
2009,kve,mpa,22.1
2009,kve,mpa,33
2009,kve,mpa,24.5
2009,kve,mpa,26.5
2009,kve,mpa,31.2
2009,kve,mpa,24.7
2009,kve,mpa,26.6
2009,kve,mpa,23
2009,kve,mpa,28.8
2009,kve,mpa,22.9
2009,kve,mpa,33.1
2009,kve,mpa,25.3
2009,kve,mpa,21.5
2009,kve,mpa,21.4
2009,kve,mpa,26
2009,kve,mpa,25.2
2009,kve,mpa,20.5
2009,kve,mpa,24.7
2009,kve,mpa,23.6
2009,kve,mpa,26.6
2009,kve,mpa,27.8
2009,kve,mpa,21
2009,kve,mpa,24.5
2009,kve,mpa,30.5
2009,kve,mpa,27.1
2009,kve,mpa,24.6
2009,kve,mpa,26
2009,kve,mpa,25.5
2009,kve,mpa,27.1
2009,kve,mpa,23.5
2009,kve,mpa,29.2
2009,kve,mpa,29.8
2009,kve,mpa,27.9
2009,kve,mpa,33.2
2009,kve,mpa,23.3
2009,kve,mpa,24.4
2009,kve,mpa,27
2009,kve,mpa,26
2009,kve,mpa,26.5
2009,kve,mpa,24
2009,kve,mpa,23
2009,kve,mpa,33
2009,kve,mpa,31.4
2009,kve,mpa,20.4
2009,kve,mpa,26.6
2009,kve,mpa,26.5
2009,kve,mpa,25.6
2009,kve,mpa,27
2009,kve,mpa,24.5
2009,kve,mpa,30.1
2009,kve,mpa,27
2009,kve,mpa,27.6
2009,kve,mpa,26.5
2009,kve,mpa,27
2009,kve,mpa,24
2009,kve,mpa,25.8
2009,kve,mpa,25.7
2009,kve,mpa,25.2
2009,kve,mpa,27
2009,kve,mpa,25.6
2009,kve,mpa,27.2
2009,kve,mpa,25
2009,kve,mpa,24.5
2009,kve,mpa,21.6
2009,kve,mpa,28.2
2009,kve,mpa,23
2009,kve,mpa,26.7
2009,kve,mpa,22
2009,kve,mpa,25
2009,kve,mpa,29
2009,kve,mpa,27.5
2009,kve,mpa,27.4
2009,kve,mpa,25.4
2009,kve,mpa,27.7
2009,kve,mpa,24.1
2009,kve,mpa,28.5
2009,kve,mpa,29.1
2009,kve,mpa,25.4
2009,kve,mpa,22.6
2009,kve,mpa,21.5
2009,kve,mpa,26
2009,kve,mpa,23
2009,kve,con,26.1
2009,kve,con,26.1
2009,kve,con,20.3
2009,kve,con,28.8
2009,kve,con,23.6
2009,kve,con,25.1
2009,kve,con,24.2
2009,kve,con,26.5
2009,kve,con,19.6
2009,kve,con,30.9
2009,kve,con,26.3
2009,kve,con,24
2009,kve,con,26.6
2009,kve,con,23.8
2009,kve,con,30
2009,kve,con,23.1
2009,kve,con,24
2009,kve,con,22.6
2009,kve,con,23.5
2009,kve,con,26.6
2009,kve,con,19
2009,kve,con,27
2009,kve,con,21.8
2009,kve,con,25
2009,kve,con,25.2
2009,kve,con,21.3
2009,kve,con,26.3
2009,kve,con,24
2009,kve,con,28.2
2009,kve,con,28.6
2009,kve,con,19.1
2009,kve,con,20.2
2009,kve,con,23
2009,kve,con,23.5
2009,kve,con,26.5
2009,kve,con,26.6
2009,kve,con,23.6
2009,kve,con,21.7
2009,kve,con,19
2009,kve,con,23.1
2009,kve,con,26.5
2009,kve,con,20.2
2009,kve,con,22.5
2009,kve,con,21.8
2009,kve,con,22.6
2009,kve,con,24
2009,kve,con,24.1
2009,kve,con,24.3
2009,kve,con,26.9
2009,kve,con,25.7
2009,kve,con,20
2009,kve,con,19.9
2009,kve,con,23.8
2009,kve,con,26.8
2009,kve,con,24.6
2009,kve,con,23.3
2009,kve,con,23.7
2009,kve,con,21.4
2009,kve,con,25.8
2009,kve,con,23.3
2009,kve,con,19
2009,kve,con,22.5
2009,kve,con,24.2
2009,kve,con,25.5
2009,kve,con,23.7
2009,kve,con,27.6
2009,kve,con,27.7
2009,kve,con,24.1
2009,kve,con,20.1
2009,kve,con,28
2009,kve,con,21.2
2009,kve,con,29.4
2009,kve,con,23.3
2009,kve,con,24.6
2009,kve,con,24.6
2009,kve,con,23.6
2009,kve,con,25.4
2009,kve,con,22.7
2009,kve,con,26.6
2009,kve,con,30
2009,kve,con,23
2009,kve,con,24.2
2009,kve,con,25.7
2009,kve,con,25.1
2009,kve,con,27.6
2009,kve,con,27.4
2009,kve,con,22.3
2009,kve,con,24.4
2009,kve,con,25.5
2009,kve,con,20.4
2009,kve,con,21.8
2009,kve,con,23.5
2009,kve,con,25.5
2009,kve,con,28.4
2009,kve,con,23
2009,kve,con,23.5
2009,kve,con,27.5
2009,kve,con,22
2009,kve,con,24
2009,kve,con,22.2
2009,kve,con,24.7
2009,kve,con,25.3
2009,kve,con,24.6
2009,kve,con,21.3
2009,kve,con,29.8
2009,kve,con,25.3
2009,kve,con,25.5
2009,kve,con,26
2009,kve,con,22.2
2009,kve,con,27.3
2009,kve,con,32.5
2009,kve,con,26.6
2009,kve,con,25.8
2009,kve,con,20.5
2009,kve,con,26
2009,kve,con,26.1
2009,kve,con,28
2009,kve,con,25.2
2009,kve,con,26.5
2009,kve,con,24.1
2009,kve,con,24.2
2009,kve,con,21.6
2009,kve,con,24.9
2009,kve,con,23.1
2009,kve,con,20.4
2009,kve,con,26.3
2009,kve,con,22.3
2009,kve,con,27.1
2009,kve,con,27.8
2009,kve,con,23.4
2009,kve,con,23.3
2009,kve,con,25.2
2009,kve,con,21.4
2009,kve,con,25.9
2009,kve,con,22.8
2009,kve,con,24.5
2009,kve,con,24.4
2009,kve,con,29.4
2009,kve,con,27
2009,kve,con,25.7
2009,kve,con,27.1
2009,kve,con,23.6
2009,kve,con,22.4
2009,kve,con,25.8
2009,kve,con,24.7
2009,kve,con,26.3
2009,kve,con,23.3
2009,kve,con,26.1
2009,kve,con,23.4
2009,kve,con,23
2009,kve,con,22.2
2009,kve,con,23.8
2009,kve,con,23.2
2009,kve,con,26.3
2009,kve,con,20.9
2009,kve,con,21.8
2009,kve,con,22.6
2009,kve,con,25.4
2009,kve,con,26.5
2009,kve,con,27.7
2009,kve,con,22.5
2009,kve,con,25.8
2009,kve,con,21.7
2009,kve,con,21.3
2009,kve,con,28.6
2009,kve,con,21.7
2009,kve,con,25.1
2009,kve,con,26.6
2009,kve,con,26.3
2009,kve,con,26.1
2009,kve,con,25
2009,kve,con,24.2
2009,kve,con,23.3
2009,kve,con,25.2
2009,kve,con,23
2009,kve,con,24.1
2009,kve,con,24.4
2009,kve,con,26.2
2009,kve,con,22.8
2009,kve,con,26.6
2009,kve,con,21
2009,kve,con,23.4
2009,kve,con,23.4
2009,kve,con,25.1
2009,kve,con,24.1
2009,kve,con,25.4
2009,kve,con,25.4
2009,kve,con,28
2009,kve,con,20.6
2009,kve,con,26.1
2009,kve,con,24.8
2009,kve,con,24.8
2009,kve,con,25.6
2009,kve,con,24.2
2009,kve,con,21.3
2009,kve,con,27.6
2009,kve,con,22
2009,kve,con,27.1
2009,kve,con,24.5
2009,kve,con,19.8
2009,kve,con,25.3
2009,kve,con,23.2
2009,kve,con,27.8
2009,kve,con,25.5
2009,kve,con,22.5
2009,kve,con,18.7
2009,kve,con,20.1
2009,kve,con,21.6
2009,kve,con,23.7
2009,kve,con,23.6
2009,kve,con,23.1
2009,kve,con,22.2
2009,kve,con,23.8
2009,kve,con,18.3
2009,kve,con,20.1
2009,kve,con,25.5
2009,kve,con,24.6
2009,kve,con,22.6
2009,kve,con,24.3
2009,kve,con,19.7
2009,kve,con,24.7
2009,kve,con,22.2
2009,kve,con,24.4
2009,kve,con,25.6
2009,kve,con,27.5
2009,kve,con,20
2009,kve,con,22.1
2009,kve,con,25
2009,kve,con,20.6
2009,kve,con,25
2009,kve,con,24.8
2009,kve,con,22.8
2009,kve,con,27.2
2009,kve,con,23.4
2009,kve,con,24.2
2009,kve,con,23.3
2009,kve,con,27.3
2009,kve,con,22.8
2009,kve,con,24
2009,kve,con,26.1
2009,kve,con,23.5
2009,kve,con,22.5
2009,kve,con,26.8
2009,kve,con,27.2
2009,kve,con,24
2010,kve,mpa,32.9
2010,kve,mpa,25.1
2010,kve,mpa,22
2010,kve,mpa,25.5
2010,kve,mpa,28
2010,kve,mpa,30
2010,kve,mpa,19
2010,kve,mpa,23.6
2010,kve,mpa,18
2010,kve,mpa,22.6
2010,kve,mpa,26.7
2010,kve,mpa,26.6
2010,kve,mpa,20.6
2010,kve,mpa,25.8
2010,kve,mpa,24.2
2010,kve,mpa,28
2010,kve,mpa,30
2010,kve,mpa,28
2010,kve,mpa,34.5
2010,kve,mpa,27.7
2010,kve,mpa,26.2
2010,kve,mpa,30.2
2010,kve,mpa,36.7
2010,kve,mpa,26.5
2010,kve,mpa,27.1
2010,kve,mpa,30.2
2010,kve,mpa,28
2010,kve,mpa,25.7
2010,kve,mpa,24
2010,kve,mpa,28.5
2010,kve,mpa,33.6
2010,kve,mpa,30.1
2010,kve,mpa,24.1
2010,kve,mpa,29.5
2010,kve,mpa,31.8
2010,kve,mpa,29.5
2010,kve,mpa,25.9
2010,kve,mpa,23.7
2010,kve,mpa,25.5
2010,kve,mpa,24
2010,kve,mpa,25.1
2010,kve,mpa,25.8
2010,kve,mpa,24.5
2010,kve,mpa,25
2010,kve,mpa,20.4
2010,kve,mpa,23.2
2010,kve,mpa,25.5
2010,kve,mpa,23.8
2010,kve,mpa,21.7
2010,kve,mpa,27.5
2010,kve,mpa,29.7
2010,kve,mpa,22.6
2010,kve,mpa,22
2010,kve,mpa,23
2010,kve,mpa,23.5
2010,kve,mpa,23
2010,kve,mpa,23.8
2010,kve,mpa,31.2
2010,kve,mpa,29.5
2010,kve,mpa,28.2
2010,kve,mpa,28
2010,kve,mpa,24.5
2010,kve,mpa,29.2
2010,kve,mpa,26.3
2010,kve,mpa,23.7
2010,kve,mpa,26.7
2010,kve,mpa,24.2
2010,kve,mpa,25.7
2010,kve,mpa,22.2
2010,kve,mpa,19.9
2010,kve,mpa,20
2010,kve,mpa,19.6
2010,kve,mpa,25.3
2010,kve,mpa,33
2010,kve,mpa,25.9
2010,kve,mpa,26.6
2010,kve,mpa,29
2010,kve,mpa,25.1
2010,kve,mpa,28
2010,kve,mpa,26.2
2010,kve,mpa,25
2010,kve,mpa,23.4
2010,kve,mpa,23.8
2010,kve,mpa,27
2010,kve,mpa,26.7
2010,kve,mpa,25.6
2010,kve,mpa,17.5
2010,kve,mpa,22.3
2010,kve,mpa,25.1
2010,kve,mpa,26.1
2010,kve,mpa,25.6
2010,kve,mpa,19.2
2010,kve,mpa,25.7
2010,kve,mpa,23.2
2010,kve,mpa,26.5
2010,kve,mpa,24.1
2010,kve,mpa,25.4
2010,kve,mpa,27.9
2010,kve,mpa,24.5
2010,kve,mpa,27
2010,kve,mpa,25.8
2010,kve,mpa,22.5
2010,kve,mpa,29
2010,kve,mpa,26.3
2010,kve,mpa,21.7
2010,kve,mpa,22.5
2010,kve,mpa,27.9
2010,kve,mpa,25.6
2010,kve,mpa,22.5
2010,kve,mpa,29.6
2010,kve,mpa,26
2010,kve,mpa,27
2010,kve,mpa,31.6
2010,kve,mpa,24.7
2010,kve,mpa,21.9
2010,kve,mpa,26.5
2010,kve,mpa,26.6
2010,kve,mpa,24.7
2010,kve,mpa,19.5
2010,kve,mpa,21.5
2010,kve,mpa,26.8
2010,kve,mpa,24.3
2010,kve,mpa,29.5
2010,kve,mpa,26.1
2010,kve,mpa,25.8
2010,kve,mpa,23.6
2010,kve,mpa,22.5
2010,kve,mpa,26
2010,kve,mpa,28
2010,kve,mpa,19.5
2010,kve,mpa,25.2
2010,kve,mpa,25.1
2010,kve,mpa,29.6
2010,kve,mpa,26.7
2010,kve,mpa,23.2
2010,kve,mpa,23.2
2010,kve,mpa,25.3
2010,kve,mpa,30.5
2010,kve,mpa,33
2010,kve,mpa,21.5
2010,kve,mpa,20.4
2010,kve,mpa,25.7
2010,kve,mpa,24.1
2010,kve,mpa,19
2010,kve,mpa,26.1
2010,kve,mpa,21.5
2010,kve,mpa,23.5
2010,kve,mpa,27.9
2010,kve,mpa,26.1
2010,kve,mpa,30
2010,kve,mpa,29.9
2010,kve,mpa,30.6
2010,kve,mpa,25
2010,kve,mpa,22.5
2010,kve,mpa,24
2010,kve,mpa,28.2
2010,kve,mpa,25.2
2010,kve,mpa,22
2010,kve,mpa,21.8
2010,kve,mpa,29.3
2010,kve,mpa,29.5
2010,kve,mpa,30.3
2010,kve,mpa,28.2
2010,kve,mpa,31.7
2010,kve,mpa,23.7
2010,kve,mpa,31.4
2010,kve,mpa,25.8
2010,kve,mpa,23.9
2010,kve,mpa,26.5
2010,kve,mpa,27.7
2010,kve,mpa,26.5
2010,kve,mpa,21.5
2010,kve,mpa,28.5
2010,kve,mpa,24.2
2010,kve,mpa,21.7
2010,kve,mpa,25.6
2010,kve,mpa,28
2010,kve,mpa,23.2
2010,kve,mpa,22.6
2010,kve,mpa,23
2010,kve,mpa,18.7
2010,kve,mpa,30.8
2010,kve,mpa,25
2010,kve,mpa,19.2
2010,kve,mpa,24.2
2010,kve,mpa,25
2010,kve,mpa,23.8
2010,kve,mpa,26
2010,kve,mpa,28.6
2010,kve,mpa,26.5
2010,kve,mpa,28.1
2010,kve,mpa,26.6
2010,kve,mpa,24.5
2010,kve,mpa,26.8
2010,kve,mpa,25
2010,kve,mpa,26.1
2010,kve,mpa,28.8
2010,kve,mpa,29.6
2010,kve,mpa,24.4
2010,kve,mpa,29.6
2010,kve,mpa,29.1
2010,kve,mpa,26
2010,kve,mpa,27.5
2010,kve,mpa,25
2010,kve,mpa,26.3
2010,kve,mpa,24.6
2010,kve,mpa,25
2010,kve,mpa,28
2010,kve,mpa,30.2
2010,kve,mpa,29.5
2010,kve,mpa,23.5
2010,kve,mpa,26.5
2010,kve,mpa,25.3
2010,kve,mpa,31.8
2010,kve,mpa,32.4
2010,kve,mpa,25.7
2010,kve,mpa,28
2010,kve,mpa,25.8
2010,kve,mpa,25.7
2010,kve,mpa,27.5
2010,kve,mpa,26
2010,kve,mpa,26.2
2010,kve,mpa,22.8
2010,kve,mpa,19
2010,kve,mpa,30.1
2010,kve,mpa,25.7
2010,kve,mpa,25.1
2010,kve,mpa,26.5
2010,kve,mpa,19.1
2010,kve,mpa,27.6
2010,kve,mpa,30
2010,kve,mpa,32
2010,kve,mpa,31.6
2010,kve,mpa,27.8
2010,kve,mpa,26.5
2010,kve,mpa,30
2010,kve,mpa,30.3
2010,kve,mpa,29.6
2010,kve,mpa,29.1
2010,kve,mpa,28
2010,kve,mpa,20
2010,kve,mpa,26.5
2010,kve,mpa,30.1
2010,kve,mpa,24.3
2010,kve,mpa,25.7
2010,kve,mpa,26.2
2010,kve,mpa,26.5
2010,kve,mpa,29.5
2010,kve,mpa,20.4
2010,kve,mpa,28.4
2010,kve,mpa,33.4
2010,kve,con,24.9
2010,kve,con,23.1
2010,kve,con,28.5
2010,kve,con,16.2
2010,kve,con,25
2010,kve,con,32.3
2010,kve,con,25.3
2010,kve,con,26
2010,kve,con,26
2010,kve,con,26.7
2010,kve,con,19.3
2010,kve,con,23.1
2010,kve,con,25
2010,kve,con,22.8
2010,kve,con,30.7
2010,kve,con,24.3
2010,kve,con,23.4
2010,kve,con,23
2010,kve,con,26.5
2010,kve,con,22.7
2010,kve,con,23.4
2010,kve,con,25.6
2010,kve,con,20
2010,kve,con,24
2010,kve,con,23
2010,kve,con,24.7
2010,kve,con,22.5
2010,kve,con,25
2010,kve,con,21.3
2010,kve,con,23.2
2010,kve,con,23.4
2010,kve,con,25.7
2010,kve,con,23
2010,kve,con,19.5
2010,kve,con,22.5
2010,kve,con,25.6
2010,kve,con,25.2
2010,kve,con,25.7
2010,kve,con,27.5
2010,kve,con,20.5
2010,kve,con,24.7
2010,kve,con,24.7
2010,kve,con,24
2010,kve,con,23.5
2010,kve,con,24.5
2010,kve,con,22.5
2010,kve,con,22.2
2010,kve,con,22
2010,kve,con,23.2
2010,kve,con,18.3
2010,kve,con,28.9
2010,kve,con,26.6
2010,kve,con,22
2010,kve,con,26
2010,kve,con,23.5
2010,kve,con,22.1
2010,kve,con,24.5
2010,kve,con,24.9
2010,kve,con,22.8
2010,kve,con,23
2010,kve,con,25.7
2010,kve,con,23.6
2010,kve,con,28.3
2010,kve,con,28.8
2010,kve,con,22.7
2010,kve,con,23.1
2010,kve,con,26.3
2010,kve,con,28.5
2010,kve,con,22.2
2010,kve,con,20.4
2010,kve,con,21.5
2010,kve,con,22
2010,kve,con,23.1
2010,kve,con,25.4
2010,kve,con,22.3
2010,kve,con,30.5
2010,kve,con,26.1
2010,kve,con,22.9
2010,kve,con,23.2
2010,kve,con,25.3
2010,kve,con,30.2
2010,kve,con,22.8
2010,kve,con,24.1
2010,kve,con,25.7
2010,kve,con,23.9
2010,kve,con,23.2
2010,kve,con,23.4
2010,kve,con,22
2010,kve,con,22.6
2010,kve,con,22.7
2010,kve,con,21
2010,kve,con,25.7
2010,kve,con,22.5
2010,kve,con,21.5
2010,kve,con,26
2010,kve,con,21.5
2010,kve,con,25.5
2010,kve,con,27.8
2010,kve,con,24
2010,kve,con,20
2010,kve,con,21.7
2010,kve,con,26
2010,kve,con,25.7
2010,kve,con,24.8
2010,kve,con,26.3
2010,kve,con,19
2010,kve,con,23.5
2010,kve,con,26.9
2010,kve,con,24.6
2010,kve,con,24.3
2010,kve,con,20.5
2010,kve,con,22.9
2010,kve,con,27.3
2010,kve,con,24.4
2010,kve,con,24.7
2010,kve,con,26.5
2010,kve,con,24.2
2010,kve,con,25.6
2010,kve,con,26.5
2010,kve,con,19.3
2010,kve,con,22.8
2010,kve,con,23
2010,kve,con,22.5
2010,kve,con,27.1
2010,kve,con,29
2010,kve,con,23.5
2010,kve,con,25.7
2010,kve,con,23
2010,kve,con,27.8
2010,kve,con,26
2010,kve,con,23
2010,kve,con,24
2010,kve,con,30
2010,kve,con,21.1
2010,kve,con,20.5
2010,kve,con,24.3
2010,kve,con,21.1
2010,kve,con,22.2
2010,kve,con,23.2
2010,kve,con,26.3
2010,kve,con,23.6
2010,kve,con,22.8
2010,kve,con,25.6
2010,kve,con,26.5
2010,kve,con,26.2
2010,kve,con,25.4
2010,kve,con,27.1
2010,kve,con,26.6
2010,kve,con,22.7
2010,kve,con,30
2010,kve,con,24.5
2010,kve,con,26.2
2010,kve,con,25.3
2010,kve,con,24.6
2010,kve,con,24.2
2010,kve,con,22.6
2010,kve,con,19
2010,kve,con,27.8
2010,kve,con,25
2010,kve,con,23.8
2010,kve,con,30.7
2010,kve,con,26.1
2010,kve,con,19.6
2010,kve,con,25.8
2010,kve,con,21.2
2010,kve,con,22
2010,kve,con,26
2010,kve,con,25
2010,kve,con,25
2010,kve,con,28
2010,kve,con,18.5
2010,kve,con,25
2010,kve,con,22
2010,kve,con,26.1
2010,kve,con,27.1
2010,kve,con,22
2010,kve,con,23.8
2010,kve,con,21
2010,kve,con,25.9
2010,kve,con,28.9
2010,kve,con,25
2010,kve,con,25.6
2010,kve,con,23.5
2010,kve,con,26
2010,kve,con,23.7
2010,kve,con,22.1
2010,kve,con,23.5
2010,kve,con,18.3
2010,kve,con,24.6
2010,kve,con,23
2010,kve,con,19.8
2010,kve,con,25.2
2010,kve,con,22.9
2010,kve,con,24.5
2010,kve,con,25.2
2010,kve,con,22.8
2010,kve,con,29.8
2010,kve,con,27
2006,flo,mpa,25.7
2006,flo,mpa,21.9
2006,flo,mpa,25.8
2006,flo,mpa,28.6
2006,flo,mpa,24.6
2006,flo,mpa,25.2
2006,flo,mpa,23.1
2006,flo,mpa,22
2006,flo,mpa,20.6
2006,flo,mpa,26
2006,flo,mpa,22.5
2006,flo,mpa,18.9
2006,flo,mpa,20.4
2006,flo,mpa,26.7
2006,flo,mpa,26.8
2006,flo,mpa,30.3
2006,flo,mpa,27.6
2006,flo,mpa,23.6
2006,flo,mpa,29
2006,flo,mpa,20.6
2006,flo,mpa,21.3
2006,flo,mpa,24
2006,flo,mpa,23.5
2006,flo,mpa,24
2006,flo,mpa,23.5
2006,flo,mpa,22.6
2006,flo,mpa,24.6
2006,flo,mpa,25.8
2006,flo,mpa,24.6
2006,flo,mpa,21.5
2006,flo,mpa,25.4
2006,flo,mpa,21.9
2006,flo,mpa,25.2
2006,flo,mpa,22.3
2006,flo,mpa,20.7
2006,flo,mpa,25.8
2006,flo,mpa,22.8
2006,flo,mpa,21.3
2006,flo,mpa,22
2006,flo,mpa,27.8
2006,flo,mpa,18.6
2006,flo,mpa,28.3
2006,flo,mpa,26.9
2006,flo,mpa,25.9
2006,flo,mpa,21.3
2006,flo,mpa,25
2006,flo,mpa,25.3
2006,flo,mpa,24.6
2006,flo,mpa,23.6
2006,flo,mpa,31.7
2006,flo,mpa,29.2
2006,flo,mpa,26.1
2006,flo,mpa,25.4
2006,flo,mpa,28.6
2006,flo,mpa,21.2
2006,flo,mpa,24.2
2006,flo,mpa,18.9
2006,flo,mpa,21.9
2006,flo,mpa,24
2006,flo,mpa,23.8
2006,flo,mpa,22.3
2006,flo,mpa,22.2
2006,flo,mpa,27.4
2006,flo,mpa,23.6
2006,flo,mpa,19.2
2006,flo,mpa,24.2
2006,flo,mpa,21.1
2006,flo,mpa,24.6
2006,flo,con,26.9
2006,flo,con,24.7
2006,flo,con,24.3
2006,flo,con,23.5
2006,flo,con,23.8
2006,flo,con,23.1
2006,flo,con,28.6
2006,flo,con,26.6
2006,flo,con,26.2
2006,flo,con,24.8
2006,flo,con,29.3
2006,flo,con,20.2
2006,flo,con,25.2
2006,flo,con,25.5
2006,flo,con,23.6
2006,flo,con,24.7
2006,flo,con,25.3
2006,flo,con,23.1
2006,flo,con,24.4
2006,flo,con,24.6
2006,flo,con,26.2
2006,flo,con,23.4
2006,flo,con,25
2006,flo,con,23.4
2006,flo,con,21.9
2006,flo,con,28.3
2006,flo,con,27.3
2006,flo,con,30
2006,flo,con,29.2
2006,flo,con,26.4
2006,flo,con,22.9
2006,flo,con,25.5
2006,flo,con,21.6
2006,flo,con,24.7
2006,flo,con,24.6
2006,flo,con,22.4
2006,flo,con,25.9
2006,flo,con,21.3
2006,flo,con,24
2006,flo,con,26.8
2006,flo,con,26.9
2006,flo,con,30
2006,flo,con,28.6
2006,flo,con,21.1
2006,flo,con,24.7
2006,flo,con,17.7
2006,flo,con,23.5
2006,flo,con,24.5
2006,flo,con,25.2
2006,flo,con,23.5
2006,flo,con,29.3
2006,flo,con,26.2
2006,flo,con,23.9
2006,flo,con,23.1
2007,flo,mpa,28.8
2007,flo,mpa,26.2
2007,flo,mpa,22.4
2007,flo,mpa,24
2007,flo,mpa,24.7
2007,flo,mpa,27
2007,flo,mpa,28
2007,flo,mpa,24.1
2007,flo,mpa,26.2
2007,flo,mpa,24.7
2007,flo,mpa,27
2007,flo,mpa,23.9
2007,flo,mpa,22.7
2007,flo,mpa,30.3
2007,flo,mpa,25.2
2007,flo,mpa,28.8
2007,flo,mpa,23
2007,flo,mpa,32.4
2007,flo,mpa,28.5
2007,flo,mpa,25
2007,flo,mpa,24.5
2007,flo,mpa,24.7
2007,flo,mpa,23.9
2007,flo,mpa,22.5
2007,flo,mpa,16.6
2007,flo,mpa,29.4
2007,flo,mpa,19.3
2007,flo,mpa,21
2007,flo,mpa,30
2007,flo,mpa,20.2
2007,flo,mpa,26.2
2007,flo,mpa,33
2007,flo,mpa,27
2007,flo,mpa,32.2
2007,flo,mpa,17
2007,flo,mpa,26.3
2007,flo,mpa,21.5
2007,flo,mpa,25.3
2007,flo,mpa,24.7
2007,flo,mpa,29.4
2007,flo,mpa,29
2007,flo,mpa,24.2
2007,flo,mpa,29
2007,flo,mpa,30
2007,flo,mpa,21
2007,flo,mpa,22.8
2007,flo,mpa,28.8
2007,flo,mpa,26.6
2007,flo,mpa,31.7
2007,flo,mpa,24.8
2007,flo,mpa,25.5
2007,flo,mpa,27.2
2007,flo,mpa,26.3
2007,flo,mpa,23.6
2007,flo,mpa,25.3
2007,flo,mpa,25.3
2007,flo,mpa,25.8
2007,flo,mpa,17.9
2007,flo,mpa,28.2
2007,flo,mpa,24.4
2007,flo,con,23
2007,flo,con,23.5
2007,flo,con,24.6
2007,flo,con,24.9
2007,flo,con,19.8
2007,flo,con,26.2
2007,flo,con,26.8
2007,flo,con,22.3
2007,flo,con,20.4
2007,flo,con,24
2007,flo,con,24.5
2007,flo,con,30
2007,flo,con,23.8
2007,flo,con,23.8
2007,flo,con,24
2007,flo,con,31.3
2007,flo,con,20
2007,flo,con,24
2007,flo,con,27.1
2007,flo,con,24.5
2007,flo,con,19.8
2007,flo,con,24.6
2007,flo,con,29.9
2007,flo,con,26.1
2007,flo,con,24.2
2007,flo,con,20
2007,flo,con,21.5
2007,flo,con,27.7
2007,flo,con,24.8
2007,flo,con,19.4
2007,flo,con,24.6
2007,flo,con,26.5
2007,flo,con,25.2
